conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360,ingénieur génie civil/ingénieure génie civil,released,ingénieur génie civil | ingénieure génie civil,"Les ingénieurs génie civil/ingénieures génie civil conçoivent, planifient et développent des spécifications techniques et d’ingénierie pour les projets d’infrastructure et de construction. Ils/elles appliquent des connaissances techniques dans un vaste éventail de projets, de la construction d’infrastructures pour le transport, les projets de logement et les bâtiments de luxe, à la construction de sites naturels. Ils/elles conçoivent des plans visant à optimiser les matériaux et à intégrer les spécifications et l’affectation des ressources dans les délais impartis.",http://data.europa.eu/esco/isco/C2142,Ingénieurs civils
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,enseignant-chercheur en mathématiques/enseignante-chercheuse en mathématiques,released,enseignante-chercheuse en mathématiques | enseignant-chercheur en mathématiques,"Les enseignants-chercheurs en mathématiques/enseignantes-chercheuses en mathématiques dispensent les étudiants qui ont obtenu un diplôme de l’enseignement secondaire supérieur dans leur propre domaine d’étude spécialisé, les mathématiques, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, les mathématiques, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,urbaniste,released,urbaniste intelligent,"Les urbanistes créent des plans de développement des villes, zones urbaines, grandes villes et régions. Ils/elles étudient les besoins de la communauté ou de la région (économique, sociale et des transports) et évaluent d’autres paramètres tels que la durabilité afin de présenter des programmes solides visant à améliorer le site.",http://data.europa.eu/esco/isco/C2164,Urbanistes et ingénieurs de la circulation routière
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,informaticien/informaticienne,released,professeur en TIC | professeur en technologies de l'information et de la communication | chercheur en TIC | chercheur informatique | informaticienne | informaticien | chercheur TIC,"Les informaticiens mènent des recherches dans le domaine de l’informatique et de la science de l’information, orientées vers une meilleure connaissance et une meilleure compréhension des aspects fondamentaux des phénomènes liés aux TIC. Ils rédigent des rapports et des propositions de recherche. Les informaticiens inventent et conçoivent également de nouvelles approches de la technologie informatique, trouvent des utilisations innovantes pour les technologies et études existantes et permettent de résoudre des problèmes complexes en informatique.",http://data.europa.eu/esco/isco/C2511,Analystes de systèmes
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,agent chargé de protection et sauvegarde du patrimoine naturel/agente chargée de protection et sauvegarde du patrimoine naturel,released,agente chargée de protection et sauvegarde du patrimoine naturel | agent chargé de protection et sauvegarde du patrimoine naturel,"Les agents chargés de protection et sauvegarde du patrimoine naturel/agentes chargées de protection et sauvegarde du patrimoine naturel gèrent la qualité des forêts, parcs et autres ressources naturelles spécifiques. Ils/elles protègent l’habitat de la faune et de la flore sauvages, la biodiversité, la valeur des paysages et d’autres attributs uniques des zones protégées et préservées. Les agents chargés de protection et sauvegarde du patrimoine naturel/agentes chargées de protection et sauvegarde du patrimoine naturel travaillent sur le terrain.",http://data.europa.eu/esco/isco/C2133,Spécialistes de la protection de l’environnement
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,enseignant-chercheur en chimie/enseignante-chercheuse en chimie,released,enseignant-chercheur en chimie | enseignante-chercheuse en chimie,"Les enseignants-chercheurs en chimie/enseignantes-chercheuses en chimie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, la chimie, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les pratiques de laboratoire, ainsi que les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, la chimie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,enseignant-chercheur en ingénierie/enseignante-chercheuse en ingénierie,released,enseignante-chercheuse en ingénierie | enseignant-chercheur en ingénierie,"Les enseignants-chercheurs en ingénierie/enseignantes-chercheuses en ingénierie sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, l’ingénierie, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les pratiques de laboratoire, ainsi que les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine, l’ingénierie, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologiste,released,biologiste en environnement,"Les biologistes étudient les organismes vivants et, de manière plus générale, la vie, par rapport à l’environnement. Par la recherche, ils s’efforcent d’expliquer les mécanismes fonctionnels, les interactions et l’évolution des organismes.",http://data.europa.eu/esco/isco/C2131,"Biologistes, botanistes, zoologistes et assimilés"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,chercheur en littérature/chercheuse en littérature,released,chercheuse en littérature | chercheur en littérature,"Les spécialistes de la littérature spécialisée dans la recherche, l’histoire de la littérature, les genres et les critiques littéraires, afin d’évaluer les travaux et les aspects connexes dans un contexte approprié et de produire des résultats de recherche sur des sujets spécifiques dans le domaine de la littérature.",http://data.europa.eu/esco/isco/C2641,Auteurs et autres écrivains
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,ingénieur biochimiste en industrie/ingénieure biochimiste en industrie,released,ingénieur biochimiste en industrie | ingénieure biochimiste en industrie,"Les ingénieurs biochimistes en industrie/ingénieures biochimistes en industrie réalisent des études sur le terrain dans le domaine des sciences de la vie à la recherche de nouvelles découvertes. Ils/elles transforment ces résultats en solutions chimiques susceptibles d’améliorer le bien-être de la société, telles que les vaccins, la réparation de tissus, l’amélioration des cultures et les technologies vertes, telles que des combustibles plus propres issus de ressources naturelles.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,ingénieur chimiste/ingénieure chimiste
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,métrologue,released,technicien de calibration/technicienne de calibration | technicienne de calibration | technicien de calibration | expert métrologue | métrologiste | experte métrologue | expert métrologue/experte métrologue,"Les métrologues étudient et pratiquent la science des mesures. Ils/elles développent des systèmes quantitatifs, des unités de mesure et des méthodes de mesure destinées à une utilisation scientifique. Les métrologues mettent en place de nouvelles méthodes et de nouveaux outils pour quantifier et mieux comprendre les informations.",http://data.europa.eu/esco/isco/C2112,Météorologues
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,enseignant-chercheur en lettres classiques/enseignante-chercheuse en lettres classiques,released,enseignante-chercheuse en lettres classiques | enseignant-chercheur en lettres classiques,"Les enseignant-chercheur en lettres classiques/enseignante-chercheuse en lettres classiques sont des professeurs, enseignants ou maîtres de conférences qui dispensent des cours aux étudiants titulaires d’un diplôme de l’enseignement secondaire supérieur dans leur domaine d’études spécialisé, les lettres classiques, qui revêt essentiellement un caractère théorique. Avec leurs assistants de recherche universitaire et leurs assistants d’enseignement universitaire, ils/elles préparent les conférences et les examens, notent les communications et les examens, animent les sessions de suivi et de retour d’informations à l’intention des étudiants. Ils/elles mènent également des recherches universitaires dans leur domaine respectif, les lettres classiques, publient leurs conclusions et se concertent avec d’autres collègues universitaires.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,enseignant-chercheur/enseignante-chercheuse
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,démographe,released,,"Les démographes étudient divers paramètres liés à la population. Ils/elles développent, sur la base de leurs observations, des analyses statistiques sur les évolutions et les changements concernant les naissances, les personnes âgées, le mariage et le divorce, l’emploi, la mortalité, l’immigration et les questions connexes.",http://data.europa.eu/esco/isco/C2120,"Mathématiciens, actuaires et statisticiens"
